Bin start,Bin end,Number of unique MAC addresses
1678097886.137927,1678097946.137927,18
1678097946.137927,1678098006.137927,0
1678097975.9561794,1678098035.9561794,10
1678098035.9561794,1678098095.9561794,0
1678098038.353786,1678098098.353786,13
1678098098.353786,1678098158.353786,0
1678098113.6237838,1678098173.6237838,6
1678098173.6237838,1678098233.6237838,0
1678098184.4411235,1678098244.4411235,8
1678098244.4411235,1678098304.4411235,0
1678098262.3789356,1678098322.3789356,6
1678098322.3789356,1678098382.3789356,0
1678098323.140728,1678098383.140728,5
1678098383.140728,1678098443.140728,0
1678098383.148736,1678098443.148736,9
1678098443.148736,1678098503.148736,0
1678098449.2449806,1678098509.2449806,20
1678098509.2449806,1678098569.2449806,0
1678098517.994443,1678098577.994443,7
1678098577.994443,1678098637.994443,0
1678098592.8328993,1678098652.8328993,3
1678098652.8328993,1678098712.8328993,0
1678098668.3888264,1678098728.3888264,3
1678098728.3888264,1678098788.3888264,0
1678098738.967412,1678098798.967412,3
1678098798.967412,1678098858.967412,0
1678098802.4610555,1678098862.4610555,6
1678098862.4610555,1678098922.4610555,0
1678098899.4101226,1678098959.4101226,7
1678098959.4101226,1678099019.4101226,0
1678098962.4223816,1678099022.4223816,10
1678099022.4223816,1678099082.4223816,0
1678099025.8759694,1678099085.8759694,6
1678099085.8759694,1678099145.8759694,0
1678099088.4697592,1678099148.4697592,15
1678099148.4697592,1678099208.4697592,0
1678099156.308769,1678099216.308769,14
1678099216.308769,1678099276.308769,0
1678099221.689181,1678099281.689181,5
1678099281.689181,1678099341.689181,0
1678099282.3226619,1678099342.3226619,14
1678099342.3226619,1678099402.3226619,0
1678099351.4752913,1678099411.4752913,8
1678099411.4752913,1678099471.4752913,0
1678099414.6283252,1678099474.6283252,37
1678099474.6283252,1678099534.6283252,0
1678099481.617052,1678099541.617052,6
1678099541.617052,1678099601.617052,0
1678099555.9104433,1678099615.9104433,11
1678099615.9104433,1678099675.9104433,0
1678099618.3534324,1678099678.3534324,12
1678099678.3534324,1678099738.3534324,0
1678099678.628821,1678099738.628821,24
1678099738.628821,1678099798.628821,0
1678099744.3608792,1678099804.3608792,18
1678099804.3608792,1678099864.3608792,0
1678099804.9646132,1678099864.9646132,11
1678099864.9646132,1678099924.9646132,0
1678099865.59548,1678099925.59548,11
1678099925.59548,1678099985.59548,0
1678099928.52192,1678099988.52192,11
1678099988.52192,1678100048.52192,0
1678099993.598647,1678100053.598647,13
1678100053.598647,1678100113.598647,0
1678100054.507916,1678100114.507916,14
1678100114.507916,1678100174.507916,0
1678100115.9524963,1678100175.9524963,11
1678100175.9524963,1678100235.9524963,0
1678100177.67038,1678100237.67038,20
1678100237.67038,1678100297.67038,0
1678100241.3506553,1678100301.3506553,4
1678100301.3506553,1678100361.3506553,0
1678100301.9222987,1678100361.9222987,20
1678100361.9222987,1678100421.9222987,0
