Bin start,Bin end,Number of unique MAC addresses
1677516364.0704706,1677516424.0704706,39
1677516424.0704706,1677516484.0704706,0
1677516425.554629,1677516485.554629,43
1677516485.554629,1677516545.554629,0
1677516487.4692829,1677516547.4692829,16
1677516547.4692829,1677516607.4692829,0
1677516548.2344267,1677516608.2344267,13
1677516608.2344267,1677516668.2344267,0
1677516610.415374,1677516670.415374,12
1677516670.415374,1677516730.415374,0
1677516670.9818585,1677516730.9818585,24
1677516730.9818585,1677516790.9818585,0
1677516731.5618258,1677516791.5618258,46
1677516791.5618258,1677516851.5618258,0
1677516792.141375,1677516852.141375,24
1677516852.141375,1677516912.141375,0
1677516853.658465,1677516913.658465,18
1677516913.658465,1677516973.658465,0
1677516915.7492042,1677516975.7492042,12
1677516975.7492042,1677517035.7492042,0
1677516976.4444063,1677517036.4444063,9
1677517036.4444063,1677517096.4444063,0
1677517041.0288405,1677517101.0288405,10
1677517101.0288405,1677517161.0288405,0
1677517104.1408858,1677517164.1408858,24
1677517164.1408858,1677517224.1408858,0
1677517170.8391306,1677517230.8391306,25
1677517230.8391306,1677517290.8391306,0
1677517234.3773987,1677517294.3773987,28
1677517294.3773987,1677517354.3773987,0
1677517296.302569,1677517356.302569,11
1677517356.302569,1677517416.302569,0
1677517358.3726375,1677517418.3726375,21
1677517418.3726375,1677517478.3726375,0
1677517421.5310442,1677517481.5310442,53
1677517481.5310442,1677517541.5310442,0
1677517482.3946953,1677517542.3946953,29
1677517542.3946953,1677517602.3946953,0
1677517543.7869961,1677517603.7869961,25
1677517603.7869961,1677517663.7869961,0
1677517605.15326,1677517665.15326,29
1677517665.15326,1677517725.15326,0
1677517668.5554605,1677517728.5554605,32
1677517728.5554605,1677517788.5554605,0
1677517728.835076,1677517788.835076,22
1677517788.835076,1677517848.835076,0
1677517789.8946462,1677517849.8946462,16
1677517849.8946462,1677517909.8946462,0
1677517850.0754588,1677517910.0754588,9
1677517910.0754588,1677517970.0754588,0
1677517910.3764029,1677517970.3764029,13
1677517970.3764029,1677518030.3764029,0
1677517975.4742599,1677518035.4742599,18
1677518035.4742599,1677518095.4742599,0
1677518040.0050173,1677518100.0050173,14
1677518100.0050173,1677518160.0050173,0
1677518103.8456175,1677518163.8456175,40
1677518163.8456175,1677518223.8456175,0
