MAC,Timestamp,Signal Quality,Channel Frequency
36:57:47:39:c6:19,1677928639.184997,86,2412
36:57:47:39:c6:19,1677928639.186354,63,2412
36:57:47:39:c6:19,1677928639.1876278,68,2412
36:57:47:39:c6:19,1677928639.208047,63,2412
96:3a:ff:b3:47:b9,1677928640.8818448,59,2452
00:d0:2d:e3:92:c3,1677928658.089891,81,2427
00:d0:2d:e3:92:c3,1677928658.1301029,86,2432
00:d0:2d:e3:92:c3,1677928658.150271,86,2432
22:bd:11:4d:82:ea,1677928667.789615,59,2462
22:bd:11:4d:82:ea,1677928667.8327987,59,2467
72:73:99:90:64:38,1677928668.029584,54,2472
72:73:99:90:64:38,1677928668.0613418,54,2472
46:51:aa:2d:28:98,1677928668.46423,54,5240
46:51:aa:2d:28:98,1677928668.519538,54,5240
c4:36:6c:1b:23:41,1677928672.775569,77,2412
c4:36:6c:1b:23:41,1677928672.8178449,77,2412
48:d6:d5:32:07:c0,1677928673.588505,77,2412
48:d6:d5:32:07:c0,1677928673.592016,77,2412
48:d6:d5:32:07:c0,1677928673.593081,81,2412
48:d6:d5:32:07:c0,1677928673.594209,81,2412
9a:03:86:d1:cd:e4,1677928675.1116028,100,2412
00:d0:2d:e3:92:c3,1677928675.941102,100,2432
62:97:af:70:50:35,1677928681.721199,54,2412
fe:29:19:40:b6:97,1677928681.723878,77,2412
4e:c8:fc:4d:47:d7,1677928681.8363397,72,2412
00:d0:2d:e3:92:c3,1677928683.819439,77,2412
f6:43:4f:f5:59:0d,1677928683.909062,72,2412
26:4d:f0:db:4f:10,1677928684.531419,100,2422
2a:da:8b:62:b2:2e,1677928684.55032,59,2422
00:d0:2d:e3:92:c3,1677928691.884096,77,2412
00:d0:2d:e3:92:c3,1677928691.897445,72,2412
00:d0:2d:e3:92:c3,1677928699.958241,77,2412
7a:d9:4c:c2:65:bd,1677928701.305687,72,2412
00:d0:2d:e3:92:c3,1677928717.754994,77,2412
00:d0:2d:e3:92:c3,1677928717.77387,77,2412
4e:00:6e:9b:a5:ad,1677928719.1486728,68,2412
0a:b7:0e:25:ef:cd,1677928722.0873058,12,5300
ee:e4:25:9b:7a:b4,1677928723.79753,100,2412
ee:e4:25:9b:7a:b4,1677928723.798855,100,2412
ee:e4:25:9b:7a:b4,1677928723.800262,100,2412
ee:e4:25:9b:7a:b4,1677928723.801767,77,2412
ee:e4:25:9b:7a:b4,1677928723.814802,100,2412
ee:e4:25:9b:7a:b4,1677928723.816259,100,2412
ee:e4:25:9b:7a:b4,1677928723.817858,100,2412
ee:e4:25:9b:7a:b4,1677928723.81933,100,2412
ee:e4:25:9b:7a:b4,1677928723.8207338,100,2412
ee:e4:25:9b:7a:b4,1677928723.822263,100,2412
ee:e4:25:9b:7a:b4,1677928723.875141,100,2412
ee:e4:25:9b:7a:b4,1677928723.879527,100,2412
ee:e4:25:9b:7a:b4,1677928723.8809,100,2412
ee:e4:25:9b:7a:b4,1677928723.89542,100,2412
ee:e4:25:9b:7a:b4,1677928723.897029,100,2412
ee:e4:25:9b:7a:b4,1677928723.9001048,100,2412
ee:e4:25:9b:7a:b4,1677928723.9014919,100,2412
ee:e4:25:9b:7a:b4,1677928723.9030108,100,2412
ee:e4:25:9b:7a:b4,1677928723.9659069,54,2412
ee:e4:25:9b:7a:b4,1677928723.967484,59,2412
ee:e4:25:9b:7a:b4,1677928723.9736989,54,2412
ee:e4:25:9b:7a:b4,1677928723.9906569,77,2412
00:d0:2d:e3:92:c3,1677928725.8391519,81,2412
9a:c7:27:1a:99:a7,1677928733.173601,100,2412
9a:c7:27:1a:99:a7,1677928733.173632,100,2412
9a:c7:27:1a:99:a7,1677928733.174682,100,2412
9a:c7:27:1a:99:a7,1677928733.1747098,100,2412
9a:c7:27:1a:99:a7,1677928733.174744,100,2412
9a:c7:27:1a:99:a7,1677928733.176198,100,2412
9a:c7:27:1a:99:a7,1677928733.196339,100,2412
9a:c7:27:1a:99:a7,1677928733.197828,100,2412
9a:c7:27:1a:99:a7,1677928733.199287,100,2412
9a:c7:27:1a:99:a7,1677928733.20079,100,2412
9a:c7:27:1a:99:a7,1677928733.218231,100,2412
9a:c7:27:1a:99:a7,1677928733.219719,100,2412
9a:c7:27:1a:99:a7,1677928733.2211838,100,2412
9a:c7:27:1a:99:a7,1677928733.272673,100,2412
9a:c7:27:1a:99:a7,1677928733.277061,100,2412
9a:c7:27:1a:99:a7,1677928733.278469,100,2412
9a:c7:27:1a:99:a7,1677928733.279971,100,2412
9a:c7:27:1a:99:a7,1677928733.292922,100,2412
9a:c7:27:1a:99:a7,1677928733.294581,100,2412
9a:c7:27:1a:99:a7,1677928733.296093,100,2412
9a:c7:27:1a:99:a7,1677928733.297571,100,2412
9a:c7:27:1a:99:a7,1677928733.358608,100,2412
9a:c7:27:1a:99:a7,1677928733.3628688,100,2412
9a:c7:27:1a:99:a7,1677928733.378968,54,2412
9a:c7:27:1a:99:a7,1677928733.380432,100,2412
9a:c7:27:1a:99:a7,1677928733.381913,100,2412
9a:c7:27:1a:99:a7,1677928733.3834898,100,2412
00:d0:2d:e3:92:c3,1677928733.8779528,77,2412
