Bin start,Bin end,Number of unique MAC addresses
1677731441.3664198,1677731449.3656063,0
1677731449.3656063,1677731629.3656063,6
1677731629.3656063,1677731636.5334077,0
1677731636.5334077,1677731816.5334077,6
1677731816.5334077,1677731825.493256,0
1677731825.493256,1677732005.493256,3
1677732005.493256,1677732016.0161116,0
1677732016.0161116,1677732196.0161116,4
1677732196.0161116,1677732257.2059586,0
1677732257.2059586,1677732437.2059586,4
1677732437.2059586,1677732455.6279008,0
1677732455.6279008,1677732635.6279008,6
1677732635.6279008,1677732659.7164478,0
1677732659.7164478,1677732839.7164478,3
1677732839.7164478,1677732876.477925,0
1677732876.477925,1677733056.477925,6
1677733056.477925,1677733085.6965597,0
1677733085.6965597,1677733265.6965597,4
1677733265.6965597,1677733286.183073,0
1677733286.183073,1677733466.183073,5
1677733466.183073,1677733474.3667483,0
1677733474.3667483,1677733654.3667483,6
1677733654.3667483,1677733720.8150036,0
1677733720.8150036,1677733900.8150036,5
1677733900.8150036,1677733969.1856072,0
1677733969.1856072,1677734149.1856072,6
1677734149.1856072,1677734165.391418,0
1677734165.391418,1677734345.391418,6
1677734345.391418,1677734353.5784252,0
1677734353.5784252,1677734533.5784252,8
1677734533.5784252,1677734553.2329988,0
1677734553.2329988,1677734733.2329988,9
1677734733.2329988,1677734784.2327383,0
1677734784.2327383,1677734964.2327383,5
1677734964.2327383,1677734966.1825619,0
1677734966.1825619,1677735146.1825619,5
1677735146.1825619,1677735151.4689598,0
1677735151.4689598,1677735331.4689598,6
1677735331.4689598,1677735359.636139,0
1677735359.636139,1677735539.636139,9
1677735539.636139,1677735548.4480424,0
1677735548.4480424,1677735728.4480424,9
1677735728.4480424,1677735781.505263,0
1677735781.505263,1677735961.505263,4
1677735961.505263,1677735962.755505,0
1677735962.755505,1677736142.755505,8
1677736142.755505,1677736150.7431746,0
1677736150.7431746,1677736330.7431746,9
1677736330.7431746,1677736341.456835,0
1677736341.456835,1677736521.456835,8
1677736521.456835,1677736525.2307823,0
1677736525.2307823,1677736705.2307823,14
1677736705.2307823,1677736709.4040163,0
1677736709.4040163,1677736889.4040163,11
1677736889.4040163,1677736899.3447504,0
1677736899.3447504,1677737079.3447504,6
1677737079.3447504,1677737121.5291455,0
1677737121.5291455,1677737301.5291455,10
1677737301.5291455,1677737301.9586203,0
1677737301.9586203,1677737481.9586203,27
1677737481.9586203,1677737489.6922913,0
1677737489.6922913,1677737669.6922913,11
1677737669.6922913,1677737671.59854,0
1677737671.59854,1677737851.59854,10
1677737851.59854,1677737905.8585823,0
1677737905.8585823,1677738085.8585823,9
1677738085.8585823,1677738086.0070412,0
1677738086.0070412,1677738266.0070412,8
1677738266.0070412,1677738266.4973576,0
1677738266.4973576,1677738446.4973576,12
1677738446.4973576,1677738449.799712,0
1677738449.799712,1677738629.799712,11
1677738629.799712,1677738630.2816746,0
1677738630.2816746,1677738810.2816746,16
1677738810.2816746,1677738854.3498287,0
1677738854.3498287,1677739034.3498287,3
1677739034.3498287,1677739036.9090037,0
1677739036.9090037,1677739216.9090037,11
1677739216.9090037,1677739258.1898658,0
1677739258.1898658,1677739438.1898658,6
1677739438.1898658,1677739473.7822185,0
1677739473.7822185,1677739653.7822185,9
1677739653.7822185,1677739711.1296797,0
1677739711.1296797,1677739891.1296797,13
1677739891.1296797,1677739892.6734028,0
1677739892.6734028,1677740072.6734028,8
1677740072.6734028,1677740103.4503338,0
1677740103.4503338,1677740283.4503338,9
1677740283.4503338,1677740318.5949452,0
1677740318.5949452,1677740498.5949452,9
1677740498.5949452,1677740519.6922839,0
1677740519.6922839,1677740699.6922839,10
1677740699.6922839,1677740703.3538427,0
1677740703.3538427,1677740883.3538427,20
1677740883.3538427,1677740914.9339898,0
1677740914.9339898,1677741094.9339898,33
1677741094.9339898,1677741100.807372,0
1677741100.807372,1677741280.807372,22
1677741280.807372,1677741280.906698,0
1677741280.906698,1677741460.906698,24
1677741460.906698,1677741470.7348073,0
1677741470.7348073,1677741650.7348073,33
1677741650.7348073,1677741654.427422,0
1677741654.427422,1677741834.427422,11
1677741834.427422,1677741883.8634791,0
1677741883.8634791,1677742063.8634791,14
1677742063.8634791,1677742063.8979075,0
1677742063.8979075,1677742243.8979075,23
1677742243.8979075,1677742247.3628318,0
1677742247.3628318,1677742427.3628318,34
1677742427.3628318,1677742427.7128723,0
1677742427.7128723,1677742607.7128723,38
1677742607.7128723,1677742626.8105893,0
1677742626.8105893,1677742806.8105893,33
1677742806.8105893,1677742822.538129,0
1677742822.538129,1677743002.538129,39
1677743002.538129,1677743003.755548,0
1677743003.755548,1677743183.755548,42
1677743183.755548,1677743192.813089,0
1677743192.813089,1677743372.813089,35
1677743372.813089,1677743376.8304896,0
1677743376.8304896,1677743556.8304896,19
1677743556.8304896,1677743558.309472,0
1677743558.309472,1677743738.309472,20
1677743738.309472,1677743766.0717137,0
1677743766.0717137,1677743946.0717137,38
1677743946.0717137,1677743958.1886616,0
1677743958.1886616,1677744138.1886616,29
1677744138.1886616,1677744159.0931256,0
1677744159.0931256,1677744339.0931256,10
1677744339.0931256,1677744342.7386496,0
1677744342.7386496,1677744522.7386496,19
1677744522.7386496,1677744545.005338,0
1677744545.005338,1677744725.005338,11
1677744725.005338,1677744728.515388,0
1677744728.515388,1677744908.515388,24
1677744908.515388,1677744926.2690163,0
1677744926.2690163,1677745106.2690163,32
1677745106.2690163,1677745114.6402004,0
1677745114.6402004,1677745294.6402004,44
1677745294.6402004,1677745297.180938,0
1677745297.180938,1677745477.180938,10
1677745477.180938,1677745478.5255284,0
1677745478.5255284,1677745658.5255284,46
1677745658.5255284,1677745673.8767545,0
1677745673.8767545,1677745853.8767545,50
1677745853.8767545,1677745873.5751317,0
1677745873.5751317,1677746053.5751317,32
1677746053.5751317,1677746058.3597429,0
1677746058.3597429,1677746238.3597429,23
1677746238.3597429,1677746238.5250854,0
1677746238.5250854,1677746418.5250854,31
1677746418.5250854,1677746423.2015543,0
1677746423.2015543,1677746603.2015543,33
1677746603.2015543,1677746603.4361353,0
1677746603.4361353,1677746783.4361353,32
1677746783.4361353,1677746800.8828535,0
1677746800.8828535,1677746980.8828535,13
1677746980.8828535,1677746986.2288263,0
1677746986.2288263,1677747166.2288263,25
1677747166.2288263,1677747167.5654523,0
1677747167.5654523,1677747347.5654523,34
1677747347.5654523,1677747359.8524494,0
1677747359.8524494,1677747539.8524494,28
1677747539.8524494,1677747541.8879216,0
1677747541.8879216,1677747721.8879216,31
1677747721.8879216,1677747726.6429796,0
1677747726.6429796,1677747906.6429796,51
1677747906.6429796,1677747916.2188625,0
