Bin start,Bin end,Number of unique MAC addresses
1677648983.9252968,1677649163.9252968,17
1677649163.9252968,1677649180.82216,0
1677649180.82216,1677649360.82216,15
1677649360.82216,1677649375.0031815,0
1677649375.0031815,1677649555.0031815,7
1677649555.0031815,1677649559.0663495,0
1677649559.0663495,1677649739.0663495,26
1677649739.0663495,1677649740.1278307,0
1677649740.1278307,1677649920.1278307,15
1677649920.1278307,1677649924.6274805,0
1677649924.6274805,1677650104.6274805,12
1677650104.6274805,1677650104.63534,0
1677650104.63534,1677650284.63534,13
1677650284.63534,1677650287.6812968,0
1677650287.6812968,1677650467.6812968,11
1677650467.6812968,1677650483.0865903,0
1677650483.0865903,1677650663.0865903,16
1677650663.0865903,1677650668.8290772,0
1677650668.8290772,1677650848.8290772,13
1677650848.8290772,1677650865.640704,0
1677650865.640704,1677651045.640704,15
1677651045.640704,1677651045.9906526,0
1677651045.9906526,1677651225.9906526,29
1677651225.9906526,1677651230.4837298,0
1677651230.4837298,1677651410.4837298,19
1677651410.4837298,1677651415.2141151,0
1677651415.2141151,1677651595.2141151,29
1677651595.2141151,1677651603.6020083,0
1677651603.6020083,1677651783.6020083,22
1677651783.6020083,1677651797.733915,0
1677651797.733915,1677651977.733915,22
1677651977.733915,1677651980.693849,0
1677651980.693849,1677652160.693849,21
1677652160.693849,1677652175.2246647,0
1677652175.2246647,1677652355.2246647,18
1677652355.2246647,1677652356.8234782,0
1677652356.8234782,1677652536.8234782,16
1677652536.8234782,1677652538.1755562,0
1677652538.1755562,1677652718.1755562,18
1677652718.1755562,1677652726.284857,0
1677652726.284857,1677652906.284857,25
1677652906.284857,1677652907.633831,0
1677652907.633831,1677653087.633831,25
1677653087.633831,1677653130.5290606,0
1677653130.5290606,1677653310.5290606,12
1677653310.5290606,1677653317.1536512,0
1677653317.1536512,1677653497.1536512,34
1677653497.1536512,1677653506.892284,0
1677653506.892284,1677653686.892284,18
1677653686.892284,1677653700.7616377,0
1677653700.7616377,1677653880.7616377,19
1677653880.7616377,1677653887.951092,0
1677653887.951092,1677654067.951092,18
1677654067.951092,1677654073.6451263,0
1677654073.6451263,1677654253.6451263,38
1677654253.6451263,1677654254.5144134,0
1677654254.5144134,1677654434.5144134,22
1677654434.5144134,1677654448.6399372,0
1677654448.6399372,1677654628.6399372,35
1677654628.6399372,1677654632.1991289,0
1677654632.1991289,1677654812.1991289,28
1677654812.1991289,1677654812.3004653,0
1677654812.3004653,1677654992.3004653,29
1677654992.3004653,1677655002.6361938,0
1677655002.6361938,1677655182.6361938,43
1677655182.6361938,1677655183.0626895,0
1677655183.0626895,1677655363.0626895,27
1677655363.0626895,1677655366.991452,0
1677655366.991452,1677655546.991452,47
1677655546.991452,1677655547.6533203,0
1677655547.6533203,1677655727.6533203,49
1677655727.6533203,1677655728.756867,0
1677655728.756867,1677655908.756867,76
1677655908.756867,1677655909.378399,0
1677655909.378399,1677656089.378399,75
1677656089.378399,1677656089.9728043,0
1677656089.9728043,1677656269.9728043,83
1677656269.9728043,1677656271.696204,0
1677656271.696204,1677656451.696204,91
1677656451.696204,1677656453.9466608,0
1677656453.9466608,1677656633.9466608,67
1677656633.9466608,1677656635.2802427,0
1677656635.2802427,1677656815.2802427,89
1677656815.2802427,1677656818.5826507,0
1677656818.5826507,1677656998.5826507,70
1677656998.5826507,1677656999.2417872,0
1677656999.2417872,1677657179.2417872,121
1677657179.2417872,1677657179.3593545,0
1677657179.3593545,1677657359.3593545,149
1677657359.3593545,1677657362.2263477,0
1677657362.2263477,1677657542.2263477,102
1677657542.2263477,1677657547.212236,0
1677657547.212236,1677657727.212236,99
1677657727.212236,1677657727.655947,0
1677657727.655947,1677657907.655947,50
1677657907.655947,1677657915.6708927,0
1677657915.6708927,1677658095.6708927,45
1677658095.6708927,1677658095.9801278,0
1677658095.9801278,1677658275.9801278,60
1677658275.9801278,1677658279.5590503,0
1677658279.5590503,1677658459.5590503,35
1677658459.5590503,1677658463.662001,0
1677658463.662001,1677658643.662001,26
1677658643.662001,1677658645.109594,0
1677658645.109594,1677658825.109594,25
1677658825.109594,1677658835.8278403,0
1677658835.8278403,1677659015.8278403,55
1677659015.8278403,1677659016.480894,0
1677659016.480894,1677659196.480894,33
1677659196.480894,1677659200.5364788,0
1677659200.5364788,1677659380.5364788,31
1677659380.5364788,1677659383.961037,0
1677659383.961037,1677659563.961037,32
1677659563.961037,1677659565.8337634,0
1677659565.8337634,1677659745.8337634,22
1677659745.8337634,1677659763.8121288,0
1677659763.8121288,1677659943.8121288,34
1677659943.8121288,1677659951.4127295,0
1677659951.4127295,1677660131.4127295,35
1677660131.4127295,1677660133.3393974,0
1677660133.3393974,1677660313.3393974,46
1677660313.3393974,1677660329.3767755,0
1677660329.3767755,1677660509.3767755,42
1677660509.3767755,1677660509.9333103,0
1677660509.9333103,1677660689.9333103,57
1677660689.9333103,1677660694.561935,0
1677660694.561935,1677660874.561935,44
1677660874.561935,1677660879.668053,0
1677660879.668053,1677661059.668053,41
1677661059.668053,1677661067.5434952,0
1677661067.5434952,1677661247.5434952,29
1677661247.5434952,1677661253.401542,0
1677661253.401542,1677661433.401542,40
1677661433.401542,1677661439.5541785,0
1677661439.5541785,1677661619.5541785,26
1677661619.5541785,1677661621.2351348,0
1677661621.2351348,1677661801.2351348,33
1677661801.2351348,1677661809.2778037,0
